text,source
Tom Brady not in uniform for Patriots game: Kraft said in a statement Thursday that he is grateful for... #NASCAR,tweet_eval
"""Murray 6-3 6-2. First set 50mins, 2nd 34. Bellucci's fine start, belief, fading fast, Murray steady with flashes of his best, like SP pass.""",tweet_eval
@user @user @user that\u2019s up to Phil. He\u2019s a big fan and may want to keep the copy all for himself.,tweet_eval
Tom Brady and the New England Patriots. Are you ready for Thursday Night Football?  #Embargo #NFL #PatriotsNation,tweet_eval
Parsons also confirmed w/ TW reporter abt JLin\u2019s popularity\u002c also \u2019promised\u2019 he\u2019ll visit Taiwan next yr,tweet_eval
Nokia n97 runt - bumper crop the whole exhilarated not to mention substantial wed exchange: WsPjEk,tweet_eval
"""#saphila +1500 people in the Superbowl at Sun City to \""""""""discover\"""""""" How to help \""""""""Africa Run like Never Before\""""""""""",tweet_eval
@user you going to Shawn jawn tomorrow,tweet_eval
"""If Saturday was anything to go by, #thfc's issue isnt creating chances but the conversion of those chances. Kane needs support &amp; competition""",tweet_eval
"""Equalizer, a place in the stars, October 1st.""",tweet_eval
Dustin Johnson is leading the PGA but don't worry. Saturday is only 2 days away,tweet_eval
"""My phone corrected you to Thu so instead of """"I believe in you"""" I said """"I believe in Thursday.""""  Thor would be happy with this news.""",tweet_eval
literally everyone on my tl is talking about naruto im screaming this my wordt night mar e before christmas this should be ilega,tweet_eval
I\u2019m not sure how Teddy Bridgewater playing in the Orange Bowl will go over in Miami. We may find out.,tweet_eval
"""White Sox tie it up, Mariners 5, White Sox 5  Bottom 9th",tweet_eval
Woke up like Ice Cube on Friday put on the deebos an made a bowl of cereal then noticed there's no milk lmao,tweet_eval
Liam's tattoo has the number 25 Zayn left on March 25 I'm not saying ziam is real &amp; alive but ziam is real &amp; alive,tweet_eval
so this friday theres an open mic in ajax we\u2019re gunna test out some tunes at. anyone can play\u002c if you wanna experiment with a crowd\u002c holla!,tweet_eval
Paul Dunne should have said that he will just imagine the ball is Tom Rinaldi's head on the first tee tomorrow. #TheOpen,tweet_eval
"""#Rent in US up 10% betw Jan'11 & Jun'12, up .1% in Calif says @user Sound right to you?",tweet_eval
@user drop a song with Kendrick for Christmas and then just give us the album in Feb,tweet_eval
That's a half arsed effort from BBC with the NFL. Highlights show from November! Season starts tomorrow FFS. Thank god for @user,tweet_eval
Bobcats open tomorrow night against the Pacers,tweet_eval
Trivia&gt; Nintendo - Episode 137: Play the game Existence until the end:Tomorrow never knows which games &gt;&gt; #Nintendo,tweet_eval
@user It may have been a one time thing as Paul McCartney played the hockey arena &amp; Wrestlemania was in the football arena.,tweet_eval
VB: #UE drops to 5-10 on the season after a sweep at Wichita State tonight: 3-0 (25-16\u002c 25-16\u002c 25-17). Aces play at Missouri State tomorrow.,tweet_eval
#bluemoon on deck! Friday morning with da bro and best friend @ The Gin Mill,tweet_eval
RT @user The Raiders are on the field for their Tueday afternoon practice as they get ready to face Arizona Thursday night in Oakland.,tweet_eval
That moment when I didn\u2019t realize that @user was going to be in Georgia tomorrow\u002c and it\u2019s my dad\u2019s birthday. -__-,tweet_eval
John Kasich's Gay Marriage Response May Have Been the Moment of the Night | 57,tweet_eval
"""Witsel's interm.: """"The player wants to join Milan, and if Milan want him he would be ready to be in Italy and wear the Milan shirt tomorrow""""""",tweet_eval
@user @user excuse me? I done Sunderland on a Tuesday night. Hull Everton midweek before. If i can get the wed off work I\u2019ll go. !!,tweet_eval
@user @user account to Kims MOTHER Kim was born 1976 she turned 39 July 11. Nicki will be 33 in 4 months. My accuracy &gt; urs,tweet_eval
"""#3DT begins THiS Thursday at the \""""""""S.E.C\"""""""" #SignatureEventCenter 2001 South Lumpkin RD $3 w/ College ID $5 w/ regular ID til 11pm!!! #iParty""",tweet_eval
"@user - he crosses his legs once he was sat. Hannibal raises an eyebrow upon hearing the teasing tone of the other's voice, he -",tweet_eval
West Indies players and Kyle Mills during a special presentation to the widow of Runako Morton on Wednesday,tweet_eval
"@user Ah shit.. that's the one where I lay in my tent on Sunday night saying """"Nirvana? They'll be back some time soon.""""""",tweet_eval
Anyone going ( or would like to go) to the Lifespan art auction tomorrow night? Will be leaving Haltwhistle at 6pm.,tweet_eval
"""Frank ocean can't drop his album lol. The Weeknd, Drake , and travis Scott album about to drop. Yall might as well wait till October.""",tweet_eval
"""Selena's greatest hits album is set to come out November 24th, &amp; it's called For You it will include 2 new songs &amp; 4 old songs she's done.""",tweet_eval
"""What Do You Mean, by Justin Bieber  why does it make so much sense",tweet_eval
"""Annual reminder: If a Christian says you can't have Christmas without Christ, remind them that you can't have Thursday without Thor.""",tweet_eval
"""\""""""""All humans are entrepreneurs\"""""""" - Reid Hoffman in \""""""""The startup of you\""""""""",tweet_eval
Carly Fiorina: Against spending political capital fighting over amending the 14th Amendment.   Thank you.,tweet_eval
Testing time fr CONGress frm Tomorrow\u002c #Ramdev at Ramlila Maidan Delhi as He braces up to catch the Rapacious Bull by the Horn. @user,tweet_eval
Katy Perry - Last Friday Night (T.G.I.F.). #NowPlaying #Smartphone #Lyric #Android #Video #mp3 Download it now at,tweet_eval
Tune in today between 6am-7pm for the Jason Aldean Double Play Thursday for a chance to win tickets to the show...,tweet_eval
Let's start out the #Patriots off-season review by briefly touching on #deflategate. It's over. For Now. Tom Brady will play on Thursday.,tweet_eval
<Tech News> Apple's iPhone event: Join us Wednesday (live blog) The Lam Research Theater at the Yerba Buena Center for the Arts in San Fr,tweet_eval
"""Manuals may play a role in early training activities, but they have limited value in the heat of battle."" - Louis Gerstner, IBM #HRTrends",tweet_eval
"""RT @user excuse me while i spend my last saturday of the summer making cds, watching netflix, and chillin in the woman cave #l ...""",tweet_eval
"""Let the romance rumors continue! In a sneak peek clip from this Sunday's brand new episode of I Am Cait, Caitlyn Jenner heads over to BFF""",tweet_eval
@user theyre coming to milan in december im just sayyijnfn,tweet_eval
Paper Towns is closing up and its last shows are Thursday August 6th.  The dinosaurs are are going extinct again...,tweet_eval
This Thursday\u002c DESTRUCTO\u002c creator of HOLY SHIP\u002c comes to Ignition at Firestone Live! Surrender your booty\u002c it\u2019s...,tweet_eval
"@user sorry about that, I didn't see it! I'm going to peep the article, are you gonna buy """"Watchman"""" tomorrow? And yes by the way.""",tweet_eval
"""See John Lloyd Cruz & Angel Locsin at the \""""""""Unofficially Yours\"""""""" LA premiere on Feb 24.For tix visit or call 818-243-2539""",tweet_eval
"Theresa May calls for a return to the original principle of EU free movement, Angela Merkel calls  - #GoogleAlerts",tweet_eval
Charlie Hebdo no 1178 #twitterstorm #mohammedcartoons  monday 20:00 centraleuropeanTime HASHTAG #PARIS Just do it,tweet_eval
"@user And the way the Orioles are going, the Red Sox (60), Mariners (61), and White Sox (61) may do likewise before too much longer.""",tweet_eval
"@user agreed, but @user will be better prepared for that come Jan 2.    the real key to beating Rousey is to outpoint her""",tweet_eval
literally sat all day playing sims n listening to Justin Bieber,tweet_eval
WE\u2019RE ON THE ROAD TO WEMBLEYYYYYYY. May as well start organising the trip ay. KINGS OF ENGLAND\u002c NORWICH CITY.,tweet_eval
guys the Trayvon Martin case doesn\u2019t start til JUNE 10\u002cTWENTY THIRTEEN!!! #STEEP #GRADUATION,tweet_eval
"""Despite scoring 4 in the 8th, White Sox couldn't overcome an early deficit. A 2-run HR by Kyle Seager and RBIs by...",tweet_eval
@user Where will I find out tomorrow at Bluesfest? I'm just going to see Grimes and then a bit of Airborne Toxic Event.,tweet_eval
The U.S. says the Boko Haram sect in north-east Nigeria may have benefitted from money gotten from crude oil theft,tweet_eval
"Arsenal Consider January Bid for Juventus' Simone Zaza After Failed Deadline Day Talks, According to the Guardian",tweet_eval
"""BREAKING: Floyd Mayweather will fight a guy who he hand picked, and knows has no shot of beating him on September 12th in Las Vegas.""",tweet_eval
To anyone who hasn\u2019t seen the 1st half of David\u2019s first ever recording for Nandito Ako\u002c check the link below!,tweet_eval
got me looking at this paper Mars rules Tuesday and its color is Red and nights ago it was  a Blood Moon now  checking date @user,tweet_eval
"""If my queen is in the 26th place, THE QUEEN must be in the first one #MTVStars Lady Gaga""",tweet_eval
"@user knock to the ankle,should be fit for Sunday. Sturbridge is 50/50. Apart from that fully fit squad I think. Vermalen still sick?""",tweet_eval
@user @user Just think there may be more interesting match-ups for Rousey (spoiler: she still wins) than ANOTHER rematch.,tweet_eval
Brock Lesnar is facing the Undertaker at summerslam this sunday. That shits gonna be sick.,tweet_eval
"""If you want off the bandwagon, go ahead. David Price starts tomorrow. #BlueJays""",tweet_eval
Atletico Madrid want to buy Chelsea's Petr Cech in January [Sunday Star],tweet_eval
"""Charlotte! @user , @user and I open the 4 day @user fanfest THIS THURSDAY! 4 days of classic wrestling nirvana! #BeThere""",tweet_eval
"""finished qbs. if the draft were today and i got to pick first every time, i'd take Arian Foster, Roddy White, Jason Witten, n Aaron Rodgers""",tweet_eval
@user @user Sixteen saltines (5th)\u002c Freedom at 21 (6th)\u002c I\u2019m Shakin after the game #NLCShakin,tweet_eval
Don't say bad against Islam. Who knows tomorrow u are one of us. We are the fastest growing religion.,tweet_eval
3rd day of Eid is now going to End.... How was your Eid Friends ?? Did You Miss Mubii...,tweet_eval
Is Brock Lesnar a BEAST? Find out on the #Raw Podcast. #RAWKansasCity #Undertaker,tweet_eval
"@user @user I feel in that department you may, unfortunately, be the Buddy Landel to his Ric Flair",tweet_eval
Tomorrow (11/15): #KitchenParty Live with Kent Whitaker: What to do with Thanksgiving Leftovers,tweet_eval
"@user I'm so lost lmao, has Shawn left/landed in NY already or is he leaving tomorrow morning??""",tweet_eval
@user You may want to contact Sony at or we can post a question on MS Community for you. Let us know! ^NY,tweet_eval
Ben Roethlisberger says he isn't surprised Tom Brady won case #steelersvspatriots THURSDAY,tweet_eval
@user @user May the merciful Lord give them victory over d Boko Haram the murderers,tweet_eval
it's august 8th. Still no Frank Ocean album me:,tweet_eval
@user what time is the country thunder ticket giveaway at dunkin donuts tomorrow?,tweet_eval
Tune into Monday Night RAW LIVE from San Jose California as Brock Lesnar returns to RAW on the road to SummerSlam Monday at 8pm ET on USA,tweet_eval
Live at D-tronics 20th Anniversary with Locations valley wide McAllen\u002cEdinburg\u002cHarlingen\u002cBrownsville they have...,tweet_eval
Any recommendations for a courier to take a data secure box 8kg from Haltwhistle to London. Preferably same day delivery next Mon or Tues.,tweet_eval
Real Madrid president Florentino Perez is to hold a press conference at the Bernabeu at 12:30pm on Tuesday prepare tomatoes,tweet_eval
"""Well, I guess this is the last Monday I can blame Gin Mill for my hangover.""",tweet_eval
Hulk Hogan: 'I want to be Trump's running mate. Vice President Hogan' - Washington Times,tweet_eval
@user Me &amp; My Phone have one sided relationship as it does not have sensors like Moto G 3rd Gen.#YouDesrveBetter,tweet_eval
What if oakland beat the Royals in the bot of the 12th.... it would have been a bay bridge series all over again. Maybe a 7.2 earthquake too,tweet_eval
"@user C'mon Vince you gotta help Hulk Hogan out, This thing is silly."""" Fight for the rights of Everyman""""""",tweet_eval
"""WBO's 3rd time Fighter of the Decade, Manny Pacquiao. #24Oras""",tweet_eval
@user If they are still looking for a Center\u002c they may want to inquire about Sam Gagner.  Edmonton needs D.,tweet_eval
@user @user @user can't play tonight cause I didn't think id get any offers so I signed up to PS4 gfin but can play tomorrow?,tweet_eval
Beyond Eyes Out Tomorrow on PS4: Hey PlayStation.Blog readers! Together with independent developer Tiger &amp; Squ...,tweet_eval
"""BUENOS AIRES, Dec 11 (Reuters) - Argentina's new government will not appeal a court's decision to strike down a deal with Iran over""",tweet_eval
@user I may have spent 5 minutes watching the poo traverse my sewers as my SimCity flushed its loos...,tweet_eval
"@user getting ready to go to da airforce in January, music, and workin basically about it....yhu still stay in Knollwood Apts. ?""",tweet_eval
We are in search for Card Section Manager in Muscat\u002c Oman. If interested you may APPLY @,tweet_eval
The JumpStart students walk the Brooklyn Bridge & end the night Bieber style.,tweet_eval
Realized I didn't get to see the Redskins get that beatdown on Sunday.,tweet_eval
My playlist is going from Bryson tiller to Justin Bieber to August Alsina lmao,tweet_eval
Kerry: Russia has lied about its activities in Ukraine: Secretary of State John Kerry said Tuesday that ...  (Fox),tweet_eval
Queensryche issue Arrow Of Time :- Hear first track from 2nd album with Todd La Torre  Sounds like Iron Maiden to me.,tweet_eval
@user aslan bi he2elo yotlob a 10 min break after 2nd set for the heat shit medre shu. W aslan better la Murray. Momentum ma3 Kev!,tweet_eval
".@JTSoutherland What the 14th says or doesn't say is not up to you. The words have meanings. Legally, SCOTUS decides. They have.",tweet_eval
@user : Pit road speed limits are the major cause of fuel mileage racing. The King\u2019s 7th Daytona 500 win is the only mileage race prior,tweet_eval
Like a Rolling Stone competition with AP Physics 2nd period with Mr. Shaw.  #DHSFIZIX,tweet_eval
"""Witsel's agent:""""He wants to join #ACMilan,he already talked with Zenit.If Milan is interested too he's ready to fly to Italy tomorrow"""".""",tweet_eval
"""RT @user Gaga is now in 4th place for solo artists with the most Top 10s in a row, only behind Janet Jackson, Madonna & Whit ...""",tweet_eval
"""1. Many don't seem to understand that Islam undergoes a protracted time of religious wars, like Christianity did in Europe in the 16th and""",tweet_eval
Stop it Nicki said all that behind a smile,tweet_eval
Incredible time at the Ed Sheeran concert on Saturday night in Dallas! @ Toyota Park Frisco,tweet_eval
Debating on going to the Memphis vs Clippers game Wednesday or watching the Knicks vs Heat game on TV #Decisions,tweet_eval
"@user Hi, Kane. We're sorry for the inconvenience. May we please have your ticket number and e-mail address via DM? Thank you.""",tweet_eval
IBM Still Leads. HP Closing the Decline Gap: Hewlett-Packard said on Thursday that its profit fell 13 percent ...,tweet_eval
"IAAF world champs, Super Sunday BPL, La Liga, Federer vs Djojk Cincy Final. Best sporting day for ages.",tweet_eval
NonStop #music for you! now: U2 - Sunday Bloody Sunday it's #Holland #International at,tweet_eval
"""As of September #2012, countries with standing national bans on YouTube include China, Iran, Pakistan, and Turkmenistan.""",tweet_eval
Careless World is the album of the year by @user,tweet_eval
Remember the 31st of July when I had 2 weeks in Maga and Leeds Festival to come and had not long before seen The Stone Roses #theglorydays,tweet_eval
Bobby Jindal may be the 1st candidate ever to run for president for basically 5 yrs &amp; be at 0 % in the polls down from a round up 1%,tweet_eval
"""The presidential election is starting to become an episode of Saturday night live, with special guest hosts; Donald Trump and Kanye West""",tweet_eval
Scott Walker takes on protesters at Iowa State Fair: Wisconsin Gov. Scott Walker said Monday he wasn't about t...,tweet_eval
I have my Agent Carter t shirt and my Jan earrings. The concession stand guy said stay till the end. As prepared for Ant-man as I can be?,tweet_eval
"""Report about Sunanda's death inconclusive: Police: New Delhi, Oct 10 (IANS) Delhi Police said Friday the foren...",tweet_eval
@user Yeah bro! Girls Gone Wild is hosting a party friday hahahah. Make sure your in shape before bootcamp\u002c otherwise it will suck.,tweet_eval
"""Moderate rain fall in D.C., Prince George's &amp; Charles counties. Showers also in Culpeper. 1st day of school there!",tweet_eval
I know it's last minute but does anyone need 2 tickets for Jason Aldean in Raleigh tomorrow night? Message me for more info #ecu #Greenville,tweet_eval
"Djokovic looks physically better than against Goffin &amp; Dolgopolov, he may beat Federer today; probably he played only 70-80% in previous RDs",tweet_eval
Travis Shaw hit his seventh homer Wednesday versus the White Sox. #RedSox,tweet_eval
I have either just made an awesome king cake for work tomorrow...or the worst darn thing to ever hit a persons mouth...we shall see,tweet_eval
"""Dustin Johnson would be -13, tied for 5th if he simply bogeyed the first instead of puttin' up a snowman.""",tweet_eval
Reelz CEO is 'darn proud' the network aired Miss USA pageant: Reelz Chief Executive Stan E. Hubbard said Sunday the cable network was...,tweet_eval
Hey @user my name is Shaky Knee. I ordered the Seth Rollins U Can't C Knee shirt and I need it before Sunday. Let's make this work.,tweet_eval
Abbey Dawn New York Fashion Week Show 2012 - 10 September 2012 ~ with @user :),tweet_eval
Official: The first derby of the season between Real Madrid &amp; Atletico Madrid will be played on October 4. #HalaMadridYNadaMas,tweet_eval
New link with times:  @user Shishi-Odori (Deer Dance) from Tohoku @user in London on 8&9 Sept.,tweet_eval
This whole time I\u2019m thinkin why the heck is everyone keeps talkn bout the NINERS but i forgot its Monday night football lmao,tweet_eval
"Starting tomorrow, you'll be able to reserve and buy an Apple Watch in stores",tweet_eval
"@user may be Rahul Gandhi was going thru """"those days""""""",tweet_eval
Saturday night bout to be live.....2 dollar drinks wizards opener with the homie @user,tweet_eval
Imagine Zayn comes out on the 2nd part of CFMF,tweet_eval
All these slugs going to Zac Brown Band tomorrow are missing the real show @user @user #30thAnniversary #CallMeAl #Rosie,tweet_eval
Mohamed Nasheed\u2019s Press brief about CONI report - 31 Aug 2012: via @user,tweet_eval
"@user oh I said 6th generation of the iPod nano, no reply still",tweet_eval
Tanahashi may be the Shawn Michaels of NJPW but this wrestler right here is the Randy Orton of New Japan. (Scheduled Tweet),tweet_eval
Moto G (3rd Gen) First Impression: Can it Beat Xiaomi Mi 4i and Lenovo K3 Note?,tweet_eval
Niang fires just wide with Milan's first true chance. 18th minute. #SilviosChampagneFootball. #MilanVerona,tweet_eval
"""Seven Penny Stocks on the Move with Heavy Volume, April 23: Liquidmetal Technologies, Inc. (OTC:LQMT) traded as ...",tweet_eval
"""Is Caitlyn Jenner finally ready to put on a bathing suit?! In this Sunday's I Am Cait, the 65-year-old faces her fears about wearing a""",tweet_eval
Keep voting for Lady Gaga by just RETWEETING this tweet! VOTING ENDS TOMORROW!  #MTVStars Lady Gaga,tweet_eval
One day to go before initiations. Feeling like Jim White on August 30th... #arefreshersreadyforbane #Shermanoff,tweet_eval
Obama was adopted by Dumham's 2nd husband Soetero and his name changed to Barry Soetero. No record it was changed Bj,tweet_eval
"""Saw X-Men: First Class last night. Still gotta see Captain America, Transformers, Cowboys & Aliens and Rise of the Planet of the Apes #whew""",tweet_eval
"""I liked a @user video WWE RAW, Brock Lesnar and Paul Heyman addressed the ending of SummerSlam, Aug 24,""",tweet_eval
Question!!!!!! Somebody settle this for me.....  when the pope comes in town the weekend of the 25th of...,tweet_eval
ELSA has now launched the 11th edition of the ELSA Moot Court Competition on WTO law!  Sign up and face the...,tweet_eval
@user See 'Boruto: Naruto the Movie' on the big screen 7pm Oct 11th and 14th! #anime,tweet_eval
"Wednesday: Too soon to talk gun control Thursday: Still too soon Friday: Oh Donald Trump and Sarah Palin talking about a wall, let's tune in",tweet_eval
Imagine if #KimDavis targeted conservatives instead of gay marriage.  She'd take the 5th and keep her pension.,tweet_eval
I would like to fast forward to Friday when I'm at the Singapore Indoor Stadium!,tweet_eval
"""I'm going to disney world, october 3.""",tweet_eval
So John Henson play on the team tues.,tweet_eval
"""The Vamps, look you are in The Sun Paper #HappyVampers @user",tweet_eval
Top pct of rushing plays: SEA 54.70%\u002c HOU 51.84%\u002c WSH 51.07%\u002c BUF 47.92%\u002c SF 47.85%... #Bears are 9th with 47.04%,tweet_eval
Guy opened the 8th gate and Naruto saved his ass.. GOAT,tweet_eval
If you do another season of Big Brother please please please bring Friday night live back!! Everyone wants it back on! @user #BBAU,tweet_eval
Oklahoma's new Open Carry Law goes into effect today. Check James Keeton's article about the law in our latest issue.,tweet_eval
"""If a country is not in control of its borrowing. Borrowing will take over the country - George Osborne (UK Minister - Born: May 23, 1971).""",tweet_eval
@user  HEY YOU. Go to the Carnival Tomorrow,tweet_eval
"""Brother related or  """"brother"""" like Hulk Hogan uses it? Careful w/ your answer we know how that turned out for Hulk.",tweet_eval
"""Oh well. President-elect Willard Mitt Romney it will be on November 6th, then.""",tweet_eval
"""my radio show tomorrow at 8 AM on WPIT 73 AM. Had calls from Neb and FL, so call the show from wherever you are even Africa 1.412.333.9748""",tweet_eval
#Gossip #Madonna Madonna performs in St. Louis Thursday night; Will she be late? #TeamFollowBack Go,tweet_eval
join me and @user on Sept 10 after the close!  fun webinar after Labor Day,tweet_eval
"""Photo: demnewswire: Before he announces his presidential campaign tomorrow, take a look at how John Kasich...",tweet_eval
the one who take a role 2nd lead on Fashion King???,tweet_eval
"""While it may not surprise anyone that Floyd Mayweather considers himself to be the greatest boxer of all time, it...",tweet_eval
Trading Street: iPhone Change May Be How You'll Pay: Apple's biggest update to the iPhone may be how most cons...,tweet_eval
"""I just bought a  few replacement fall decor items from Michaels and according to Dunkin's FB page, I can put them up starting tomorrow.""",tweet_eval
Why Rick Perry's campaign's financial woes may not mean as much in the age of SuperPACs.,tweet_eval
"""Stoops said he's going to suspend a player for the first half of Saturday's game. Someone asks if he wants to say who. Stoops: """"""""Not really.""""""""""",tweet_eval
FACT: if Kendrick made a song about crapping it would be 10x more influential than a Future song about slavery,tweet_eval
"""July 16, 8pm EST, Big Time Movie will be premiering on YTV with One Direction commenting during commercials.""",tweet_eval
"""I wanted Nadean to record me twerking to mistletoe by Justin Bieber so I could post it tomorrow &amp; she tells me """"no that's a sin"""". HOE. IDC""",tweet_eval
We're in hostile territory with these WNY Flash fans. 2nd half of overtime about to begin...Red Stars kicking off.,tweet_eval
Go try and win a PS Vita at the Lollipop Chainsaw Event at Fish & Co. @ Glasshouse. You may get bitten by zombies\u002c but it\u2019s a PS Vita!,tweet_eval
"""I celebrate Christmas, @user and I don't believe in Christ. Just like I call it Thursday but don't believe in Thor.""",tweet_eval
"@user @user Kung Fu Panda 2 (in 2D & 3D, both with Indonesian subtitles) tentatively scheduled to open on Tues 16 August""",tweet_eval
@user are you going to maths tomorrow morningg?? xx,tweet_eval
Who wants to see Ant-man with me tomorrow ://,tweet_eval
Here\u2019s all you need to know about upcoming #lebronX drops Thursday marks two launches Blue Diamond & Jade. #teamlebron,tweet_eval
"@user the only one I can think of is that 1 Super Bowl, the other 2 may be Reggie Wayne and Marvin Harrison, only ex. that come to mind""",tweet_eval
@user I'm going to Raw on the 28th. Any messages you want me to pass along to Seth Rollins?,tweet_eval
"""George Osborne on British contributions """"we do not have a veto ... and we have to live with the consequences.""""",tweet_eval
"""Of course he supports Israel-- may be crazy, but he's not stupid",tweet_eval
is anyone going to runrig tomorrow,tweet_eval
Book Swap\u002c Saturday at 2pm! We\u2019ll bring the cookies....,tweet_eval
"August 28, 2015  'On Point' with Gov. Sarah Palin &amp; Donald Trump",tweet_eval
"""Downtown Halifax on a Wednesday night: extremely tough-looking biker in full leathers roars by, radio blaring the Bee Gees.""",tweet_eval
"""The 2013 San Diego County Fair theme will be """"""""Game On,"""""""" all about board, pinball, TV and computer games. Begins June 8. #sdfair""",tweet_eval
back to fill the void widely left open by both Hulk Hogan's ousting and Roddy Piper's death,tweet_eval
#Friday #Goodmorning #Weekendishere What NFL game do you dream of attending this season? Make it a reality,tweet_eval
Demba Ba is rated as \u201950-50\u2019 to make Newcastle\u2019s trip to Liverpool on Sunday\u002c with the striker nursing a calf injury.,tweet_eval
"""The $5.00 tickets for Jonathan Kozol are going fast! Last chance to buy at the OEA Center will be Thursday,...",tweet_eval
For any of those who went to see the Dancing On Ice tour this year the DVD of the tour comes out November 26th 2012,tweet_eval
"""Weird that she's okay with gay marriage because it's now """"the law of the land""""",tweet_eval
Just witnessed the 1st ever black king of Endymion,tweet_eval
US expands Ebola screenings at airports - An official of the White House said on Friday in Washington that five...,tweet_eval
No one thought Tlusty/Stempniak were the best. Just wanted depth because we knew Thor was going to get 3rd line mins,tweet_eval
Apple might want to give devs a little info on iPad Pro before dropping it and iOS 9.1 on the market in November. ht: @user,tweet_eval
"@user if I go to dunkin tomorrow for coffee ill buy you a bagel, toasted?""",tweet_eval
Perry: but Morgan State scored a touchdown at the top of the 4th quarter\u002c cutting Howard\u2019s lead to 21-14 w/ 11 minutes left in the game.,tweet_eval
I'm up before 5pm on a Wednesday... who am I and what have I done with Curtis?,tweet_eval
"""COSATU will convene a workers rally at Olympia Park stadium in Rustenburg on the 27 October, for the reinstatement of dismissed mineworkers""",tweet_eval
TV News: Dec 17th \u2019Gossip Girl\u2019 finale will air a sneak peek of the upcoming \u2019Sex & the City\u2019 spin off  \u2019The Carrie Diaries\u2019,tweet_eval
"""#MLBFantasy Ryan Braun reached base four times Tuesday, going 2-for-2 with two walks and two runs scored as the Brewers downed the Pa...""",tweet_eval
Dustin Johnson has blew it. Quadruple bogie at the 1st,tweet_eval
@user who do you guys think is going to win the Brock Lesnar v Undertaker fight on Sunday?,tweet_eval
FAQ: What is \u2019skeuomorphic design\u2019 and the executive shakeup at Apple: SAN FRANCISCO\u002c CA - MARCH 07:  Apple CEO ...,tweet_eval
#BREAKINGNEWS a man is in custody and is assisting police over the stabbing death of a man in Bentley on Thursday #perthnews #wanews,tweet_eval
"""Adm Turner\u002c Okinawa: I may be crazy but it looks like the Japanese have quit the war. Nimitz: Delete all after \""""""""crazy.\"""""""" #WWII""",tweet_eval
"""...Private Suite for Four Chicago White Sox  with Jeff Samardjzia autograph baseball (Sept 13, 2015 vs Minnesota Twins)....""",tweet_eval
NO. 108 UN JORIT MAR DALA ZAYUN                                  (Watchman on the Walls of Zion) Doh is C  1. Un...,tweet_eval
#White Sox - Adam Eaton is not in the White Sox starting lineup on Wednesday. #Alarm,tweet_eval
Louis Tomlinson may be expecting a baby with Briana - but he's got a NEW girlfriend:,tweet_eval
"@user I got my ticket for The Vamps. May I know, can I get the printed ticket at the venue? I chose print at home but can I collect it?""",tweet_eval
Paul Dunne at the 18th Tee with the Bridge over the Swilcan Burn and the Royal &amp; Ancient Golf Club in the...,tweet_eval
"""Caitlyn Jenner responds to reports """"she"""" may be charged in fatal car wreak: """"They don't have the balls to charge me, but I still have mine!""""""",tweet_eval
@user Plays Lt. Joe Bishop on the hit new series #BeautyandtheBeast !! Check it out every Thur. 9/8c on CW Network!!,tweet_eval
Can it just be the 27th when finals are done and Thor and I are getting wasted with my family in the hottub,tweet_eval
Interesting. But the amount of Muslims that condemn ISIS is much more significant,tweet_eval
@user tomorrow fc toronto vs liverpool? Are you go at stadium? Today napoli won 3 a 2 vs bayern !! Scored: Pandev\u002cCannavaro\u002cinsigne!,tweet_eval
"""In Hastings, Nebraska, it's illegal to have sex without wearing a night shirt.""",tweet_eval
"@user Mikasa shoved a blanket against his chest once they got downstairs, but she didn't leave yet. She sat down on the sofa--""",tweet_eval
"""Nov 11, Boston Celebrity Chef Class - What to Do with Thanksgiving Leftovers: The BCAE Teams Up with Local Food ...",tweet_eval
"@user im tellin you I may have been single as long as Caitlyn Jenner was a man, but that don't mean I didn't""",tweet_eval
@user definetly I wish we can go back to how it used to be right now can we stay the same me when can see u Monday @ 12pm by dunkin,tweet_eval
The RAIDERS game is tomorrow and I'm juiced. Who is going or wants to go to the game?,tweet_eval
@user When are you really landing in NZ? Ash said morning? Then you said Saturday night? And then you said mid day tomorrow? :L x,tweet_eval
"""Scott Walker was having a good day of campaigning Monday, and then something unexpected happened: The truth about...",tweet_eval
@user CURTIS - WELCOME (and may I add how utterly original of you old tater) LOL,tweet_eval
@user me too. Netflix night with wifey and kids.,tweet_eval
"""Harry, Liam, and Niall arrived by private jet in Cleveland today. Louis took the tour bus with the band and crew Tuesday night! 8-27-15""",tweet_eval
Hearing @user will be the main event vs Umberto Lucci (0-1) in Milan on Sep 26. @user on undercard. CW 250 pounds.,tweet_eval
David Wright and his best friend both ground out in the 9th,tweet_eval
"""snsd Jessica 'Koon with a view' opening party Oct 18, 2012 GIRLS' GENERA...: via @user yellow dress""",tweet_eval
Somebody find me a cheap ticket for the Seth Rollins meet and greet Saturday at 3. I'm not paying over $100.,tweet_eval
"""July 16, 8pm EST, Big Time Movie will be premiering on YTV with One Direction commenting during commercials (via @user",tweet_eval
@user a lot of times the 2nd day after a workout is when I'm the sorest. Just a little delayed onset muscle soreness you Gucci,tweet_eval
"""Some copies of """"Go set a Watchman"""" by Harper Lee may have lines of text missing at the bottom of six pages between 252 and 277.""",tweet_eval
"""Rooney off, Kane on. Tickets are still available for Tuesday's game v Switzerland at Wembley, by the way #cunningplan""",tweet_eval
Premier League Team of the Week: March 5: GMF takes a look at the team of the weeken... ...via,tweet_eval
